date revenue price type distance size_length size_width size_height
2023-09-07 648944.31 1910.65 lumber 127.54 82.30 86.50 15.85
2024-08-22 622545.13 2002.66 roofing 139.28 94.35 33.97 32.27
2023-03-22 196842.14 2324.26 lumber 54.39 66.63 23.30 18.15
2024-09-09 911019.53 3935.83 lumber 6.95 95.68 17.26 46.49
2023-04-04 34519.96 4465.82 door 146.07 19.39 33.30 4.22
2023-10-18 1596505.90 4778.91 roofing 109.45 50.35 79.10 27.92
2024-08-05 1096829.70 3945.17 window 168.04 62.17 49.80 29.95
2023-04-20 253124.04 1611.26 flooring 165.17 60.26 26.61 32.98
2023-06-17 123815.46 3456.27 siding 169.45 43.14 20.79 13.53
2024-06-11 171089.45 2216.14 siding 99.59 37.12 36.61 18.86
2024-06-09 267560.79 1310.62 window 70.06 17.05 94.29 42.34
2024-04-13 210530.29 4212.31 lumber 159.35 42.22 37.59 10.55
2024-05-21 62078.62 240.21 drywall 93.00 20.45 98.87 41.52
2024-02-01 1477896.59 4513.72 door 40.77 74.76 51.10 28.57
2023-07-03 147306.54 2334.31 lumber 171.72 24.84 22.02 38.35
2023-09-10 325165.82 3204.15 siding 177.10 10.56 89.66 35.97
2023-05-13 311591.94 3313.80 insulation 95.93 57.47 48.73 11.17
2024-10-25 1733869.54 4480.83 drywall 19.76 61.55 72.42 28.87
2024-03-01 3622557.61 3201.51 siding 80.63 87.83 98.45 43.52
2023-10-20 118887.53 3088.97 insulation 161.69 59.81 9.77 22.17
2023-12-04 28389.02 379.93 lumber 180.85 37.82 14.19 48.36
2024-11-22 1086930.35 2616.12 window 44.68 81.29 73.44 23.16
2023-04-22 35324.08 793.34 window 18.06 56.33 31.77 8.00
2024-03-03 59875.09 3700.30 drywall 176.08 12.53 22.51 20.08
2024-01-05 190405.25 2585.50 siding 80.93 58.76 8.74 47.63
2024-03-22 108545.70 3417.13 roofing 110.64 91.26 7.08 16.67
2023-01-14 113720.60 256.28 insulation 193.77 42.65 78.58 43.54
2024-09-28 37868.48 469.72 door 17.98 33.15 17.77 44.18
2024-11-11 179921.37 3595.80 siding 131.42 18.63 49.43 18.16
2024-02-17 8218.94 406.82 door 19.45 19.39 62.56 5.08
2024-05-23 92798.17 402.72 siding 78.22 46.11 45.69 36.50
2024-11-04 -169.09 109.94 roofing 161.74 61.59 7.58 16.26
2024-05-31 568765.87 4784.68 roofing 89.53 12.66 79.43 39.36
2023-04-22 140737.47 3700.67 drywall 199.45 94.26 6.00 22.69
2024-02-25 797390.75 1798.59 drywall 114.02 76.74 77.38 24.78
2024-03-18 976427.86 1517.85 roofing 67.63 60.73 89.86 39.12
2023-11-06 408561.86 1781.03 flooring 47.92 83.70 46.12 19.74
2024-06-21 185933.08 3884.53 roofing 73.35 12.62 55.88 22.71
2024-11-13 490613.23 3323.78 window 77.64 50.30 50.31 19.43
2024-11-06 149527.13 966.72 window 18.40 64.86 41.97 19.00
2023-11-26 553056.51 911.84 flooring 77.07 83.72 89.31 26.77
2023-03-24 473930.09 537.06 lumber 95.53 79.43 89.92 40.63
2024-12-19 215483.80 3318.50 insulation 145.93 31.32 36.90 18.73
2024-09-04 1839005.67 3833.64 lumber 133.06 94.38 63.43 26.69
2023-04-02 216581.26 1361.98 door 143.21 16.81 93.06 33.87
2024-11-03 61796.81 153.68 lumber 6.63 88.14 96.40 14.20
2024-09-27 104585.04 456.75 siding 47.45 97.24 53.35 14.60
2024-01-14 712498.29 4840.91 lumber 134.03 21.83 48.02 46.74
2024-03-07 384156.04 1512.45 siding 99.38 73.60 31.48 36.45
2023-10-19 288287.45 3857.65 flooring 6.04 8.83 96.09 29.28
2023-02-09 247722.29 3142.08 window 161.88 43.52 18.57 32.74
2023-09-02 45658.49 1940.60 drywall 155.70 54.05 60.08 2.44
2024-08-09 191840.39 1068.15 siding 111.94 60.16 31.84 31.29
2023-01-04 152825.39 650.86 window 17.96 93.91 31.51 25.97
2023-09-01 769677.37 3094.31 insulation 154.47 68.86 43.47 27.74
2023-10-18 1098042.20 3884.44 door 118.82 50.72 99.89 18.61
2024-01-28 39142.13 3237.33 insulation 157.48 81.92 10.22 4.99
2024-11-02 480181.80 2675.00 flooring 151.59 95.30 59.96 10.47
2023-09-10 1734.47 257.66 lumber 161.59 7.10 12.84 47.59
2023-09-11 592773.07 4844.02 lumber 106.01 98.34 19.68 21.03
2024-06-22 177873.96 4003.64 roofing 32.36 13.18 46.76 23.87
2023-11-27 70397.01 1499.47 roofing 135.88 82.37 53.49 3.58
2023-06-13 37621.14 4900.85 roofing 125.99 31.63 29.59 2.84
2023-11-27 201633.00 3029.31 insulation 149.74 17.56 35.06 36.14
2023-04-13 149929.58 2932.99 siding 38.13 46.79 13.26 27.37
2023-05-09 655872.23 3752.96 door 43.02 66.18 33.81 25.93
2023-12-30 626451.28 4068.26 roofing 178.63 41.19 96.82 12.91
2023-11-02 359178.27 3299.57 flooring 151.25 10.18 94.75 37.49
2024-10-29 41769.21 684.07 flooring 182.10 61.95 36.81 9.24
2023-09-22 284586.28 1724.42 roofing 152.95 90.73 59.23 10.31
2024-02-28 1245699.51 4644.01 lumber 121.45 41.41 91.41 23.57
2024-04-06 6070.70 1161.85 roofing 132.56 25.55 5.59 15.03
2023-01-10 286515.35 1892.23 door 178.38 47.04 82.01 13.13
2024-04-29 195724.48 2188.78 roofing 117.87 9.59 95.10 32.62
2023-05-10 248454.47 2225.05 door 128.32 82.95 13.68 32.90
2024-12-02 652432.47 3084.05 flooring 35.51 83.50 20.34 41.40
2023-04-19 1782829.68 4718.23 roofing 97.41 60.86 96.27 21.47
2023-10-30 35675.83 1241.43 insulation 144.70 38.54 56.07 4.58
2023-03-04 15917.95 651.43 drywall 57.83 80.98 6.35 14.41
2024-12-28 257514.84 1027.48 insulation 44.44 57.70 29.48 49.02
2024-01-02 1607124.68 4440.28 flooring 66.20 83.46 47.74 30.22
2024-03-10 1606658.64 3246.76 door 52.09 64.99 70.83 35.78
2023-02-18 37546.83 1465.24 insulation 46.91 79.52 74.65 1.36
2024-07-01 1996991.28 4088.94 door 87.85 61.86 99.57 26.39
2023-06-03 50776.08 4313.78 insulation 182.03 44.34 32.31 2.84
2024-10-17 1983491.85 4240.25 insulation 103.88 96.00 56.13 28.89
2023-05-30 1999887.06 4598.69 door 41.64 56.41 55.67 46.12
2023-05-20 518319.51 1298.59 siding 20.01 62.48 43.54 48.45
2023-01-27 171322.80 3787.46 insulation 140.75 25.95 21.07 27.49
2023-12-11 1036321.74 2329.67 roofing 79.65 64.44 97.86 23.45
2024-02-17 3059852.40 4217.89 drywall 165.26 59.30 86.07 47.31
2023-02-17 439806.12 3656.03 flooring 133.60 22.56 52.34 34.01
2024-07-20 29944.20 3893.41 siding 160.27 10.66 62.31 4.18
2023-11-27 391693.51 3298.00 door 58.03 62.41 26.59 23.82
2024-01-18 156254.95 928.27 siding 140.01 77.55 56.66 12.77
2023-11-18 770721.65 2747.88 window 56.49 54.72 71.02 24.02
2023-10-20 491222.71 4924.12 window 188.12 26.54 53.94 23.32
2024-02-13 2815128.85 4690.07 insulation 129.09 68.32 99.08 29.53
2023-04-24 11259.83 263.71 insulation 68.28 12.61 63.08 18.48
2023-05-13 45139.78 865.83 roofing 57.55 46.97 40.24 9.05
2024-09-21 89541.09 702.06 drywall 42.23 20.52 78.35 25.68
2024-11-21 216910.74 3643.60 flooring 140.45 22.52 21.19 41.68
2023-09-30 416615.63 4098.04 siding 47.65 24.22 41.53 33.54
2023-07-17 90353.34 1106.88 window 121.08 41.74 37.96 17.58
2024-04-15 164009.59 2553.97 insulation 56.60 9.86 46.02 46.84
2023-10-26 1959997.38 4211.48 lumber 134.08 42.79 79.27 45.70
2023-01-19 338113.35 3677.37 lumber 163.91 53.61 51.00 11.26
2023-04-24 96763.25 2734.07 flooring 156.71 50.91 80.43 2.93
2024-06-06 822091.97 2972.22 siding 153.37 41.36 59.77 37.32
2024-04-26 1019157.21 2566.38 insulation 41.61 84.72 37.50 41.55
2023-01-20 343326.82 1522.86 insulation 22.24 18.81 81.95 48.43
2023-06-12 558262.12 2846.86 window 141.30 53.04 27.64 44.60
2023-06-18 89623.76 3459.98 window 76.83 10.89 26.32 30.43
2024-05-05 219023.58 4372.95 insulation 89.31 11.76 52.93 26.97
2023-01-15 41898.50 3199.64 door 11.07 59.52 29.78 2.36
2023-03-17 51453.01 3817.55 insulation 55.62 58.77 5.86 13.09
2024-08-06 354127.48 842.35 flooring 11.57 88.41 66.59 23.52
2023-05-11 692039.43 2334.71 insulation 176.44 58.00 53.55 31.80
2024-04-21 39965.93 96.19 roofing 52.46 96.18 47.32 28.31
2023-06-23 134132.01 1271.06 drywall 113.68 9.63 96.86 37.39
2023-03-14 137926.14 3645.99 roofing 12.60 14.31 59.26 14.71
2023-06-27 339332.60 4959.46 roofing 135.04 9.19 87.03 28.68
2024-06-11 4886.79 540.93 door 67.99 22.60 18.25 5.32
2024-09-16 432178.21 2037.40 door 180.09 56.42 59.07 21.27
2024-08-29 2638019.51 4010.35 lumber 178.18 66.33 87.46 37.76
2023-10-17 63973.39 1059.98 insulation 68.43 9.33 60.40 34.98
2024-05-02 2892463.53 2797.67 roofing 180.69 94.87 73.21 49.54
2023-05-30 551450.49 3678.70 door 199.25 85.01 40.34 14.62
2023-08-02 107644.47 3099.13 window 165.96 33.18 13.78 25.41
2024-10-16 28266.19 980.72 insulation 169.75 12.33 48.50 17.15
2023-01-10 110866.62 1809.15 flooring 53.56 21.14 42.48 22.59
2023-03-04 756364.27 3929.77 drywall 117.46 17.06 87.37 42.99
2023-06-01 138380.14 2793.42 siding 18.11 16.71 28.18 34.53
2023-01-20 57398.69 75.89 insulation 23.51 54.26 96.84 44.24
2023-05-13 338413.80 3816.90 siding 199.78 28.36 96.02 10.97
2024-03-01 33106.84 224.79 roofing 68.69 39.02 28.53 43.79
2023-11-04 164035.11 3741.38 drywall 150.90 99.00 38.06 3.93
2024-10-13 890064.24 1052.28 siding 162.30 70.01 90.08 44.54
2024-08-19 2269665.86 4792.46 roofing 172.31 95.15 96.83 17.12
2023-09-07 76811.34 1871.31 window 199.54 18.54 47.13 16.41
2023-07-09 191333.53 1668.31 siding 52.09 41.30 35.49 26.09
2023-10-05 357402.75 787.00 drywall 12.87 57.70 54.98 47.09
2024-03-06 14687.81 1562.74 lumber 85.18 12.29 70.34 3.34
2023-07-15 39805.82 4389.42 insulation 30.37 5.40 30.98 18.26
2024-03-31 3313175.16 4981.85 roofing 9.37 68.69 74.96 42.97
2023-10-26 75867.93 1873.13 insulation 75.28 65.97 9.91 20.41
2024-02-07 30840.01 2270.62 drywall 157.83 44.02 9.68 10.76
2023-11-15 510004.89 3624.25 door 115.41 51.52 41.70 21.81
2023-08-03 456436.38 4436.67 roofing 65.99 44.47 38.58 19.89
2024-11-23 103209.06 2985.57 siding 132.60 7.28 34.99 45.86
2024-07-11 436898.62 1988.05 roofing 50.24 36.86 51.65 38.33
2023-04-13 126532.86 2092.48 insulation 7.80 21.82 35.47 25.75
2024-09-25 170894.47 3493.31 window 154.05 14.35 23.26 49.43
2023-12-22 16890.37 65.93 roofing 126.63 95.89 34.40 23.80
2024-10-15 215494.41 3116.97 siding 153.65 61.94 97.62 3.85
2024-08-06 246764.89 1809.69 door 12.59 74.22 44.06 13.85
2023-11-07 441848.40 3981.28 lumber 168.24 34.96 47.25 22.37
2023-01-17 34107.95 510.30 flooring 125.81 42.35 59.77 8.69
2023-07-16 1141546.26 2961.60 window 114.86 27.51 98.42 47.43
2024-01-31 112304.11 2430.82 lumber 126.80 14.21 27.95 38.58
2024-04-07 208437.73 3229.51 door 173.56 22.01 69.72 14.15
2023-07-08 200034.42 371.03 roofing 119.45 80.76 73.02 29.95
2023-04-12 1387668.73 2920.92 insulation 118.29 69.37 62.70 36.35
2024-09-01 305097.84 2829.35 drywall 198.18 56.96 13.41 47.12
2024-12-19 1305252.92 2825.27 insulation 152.56 50.13 69.30 44.20
2024-01-19 246927.89 3037.26 lumber 91.25 92.63 11.09 26.24
2023-05-06 290613.54 3398.52 siding 142.94 11.91 61.63 38.96
2023-07-18 825009.48 4034.70 insulation 80.90 31.66 75.26 28.55
2023-01-14 111751.19 1385.61 window 49.63 38.24 25.04 28.08
2024-10-29 555388.37 4133.99 insulation 121.39 79.33 84.95 6.62
2023-03-27 40268.26 2516.37 siding 186.00 99.29 7.88 7.18
2024-02-25 81800.35 431.44 flooring 186.18 27.86 85.16 26.95
2023-07-20 62224.36 339.83 roofing 71.67 88.06 48.73 14.17
2024-02-09 23075.56 1704.48 drywall 107.90 83.91 25.67 2.03
2024-04-20 202780.17 3935.24 lumber 46.27 26.34 17.71 36.42
2024-08-28 110289.40 3553.02 roofing 199.15 42.94 95.56 2.59
2023-05-31 185414.14 3953.64 insulation 196.32 43.92 11.90 30.17
2023-01-09 501250.86 2610.48 door 131.65 97.93 23.91 27.42
2023-04-10 272386.65 2228.99 roofing 161.86 22.18 38.04 48.47
2024-10-19 300974.76 779.89 flooring 144.44 80.92 63.92 24.73
2024-09-29 43755.84 1674.55 insulation 120.67 36.75 56.76 4.12
2024-03-12 234743.34 2198.40 drywall 15.40 74.43 16.94 28.03
2024-03-14 89994.56 488.57 siding 93.68 44.90 32.52 42.21
2024-04-30 283280.70 1142.03 flooring 136.58 59.94 27.68 49.85
2023-05-09 422927.11 3011.22 insulation 137.12 84.10 25.29 22.09
2024-10-29 665449.47 3691.53 flooring 77.76 81.40 44.06 16.69
2023-11-02 4273757.41 4991.82 roofing 188.63 87.31 71.88 45.43
2023-10-07 41205.08 4668.91 drywall 37.63 10.66 25.66 10.37
2024-01-14 852949.88 3230.70 siding 102.57 70.74 39.83 31.16
2023-02-04 102262.05 2135.18 insulation 139.72 18.30 42.14 20.88
2023-05-02 123876.79 3199.08 window 140.94 44.50 97.76 3.01
2024-06-22 1164840.70 3938.98 lumber 131.48 57.12 95.69 18.02
2023-03-02 94415.06 635.76 siding 58.68 43.26 81.01 14.00
2024-03-16 327971.03 2079.03 window 35.46 54.36 27.96 34.62
2023-06-29 685255.09 4207.02 flooring 129.01 99.67 11.46 47.49
2023-10-12 50408.40 1949.97 door 121.86 17.85 35.11 14.13
2023-07-30 742216.51 2880.77 siding 39.97 69.17 30.35 40.76
2023-09-17 73638.14 2959.46 flooring 142.50 42.62 53.06 3.71
2024-06-08 109470.32 963.16 window 93.76 17.64 78.88 27.37
2023-08-05 40677.35 1843.07 roofing 135.21 20.08 86.54 4.46
2024-02-18 1947647.49 1705.83 roofing 168.29 95.18 85.26 46.77
2023-12-14 75486.85 179.67 door 38.10 88.56 39.17 38.55
2024-04-29 113740.22 169.75 lumber 8.73 91.17 70.29 33.24
2024-11-14 1782197.77 4166.90 siding 156.93 99.20 34.72 41.37
2024-06-18 35982.93 1401.70 siding 123.89 24.79 10.79 32.73
2023-06-06 1056733.55 2614.49 siding 141.43 38.77 71.65 48.48
2023-01-23 65702.87 1528.69 lumber 168.44 68.58 5.93 35.98
2023-07-11 1462551.43 4706.36 flooring 161.55 50.96 43.87 46.31
2024-03-10 169117.14 1333.52 drywall 192.38 44.75 36.29 26.34
2023-02-07 121923.63 2176.80 drywall 109.51 38.99 70.87 6.74
2023-12-29 1684274.83 4370.01 door 100.26 61.41 77.79 26.88
2024-03-11 185456.57 4217.57 siding 83.37 59.68 33.89 7.22
2023-09-01 149991.90 971.20 flooring 34.97 20.34 82.10 30.03
2024-07-16 486649.90 4023.08 roofing 116.66 49.82 32.92 24.64
2023-03-19 599655.81 2318.03 window 59.02 57.58 47.40 31.51
2023-02-24 45449.08 2440.70 flooring 184.65 59.18 74.07 1.49
2024-06-15 40687.83 710.73 lumber 118.72 24.96 70.83 10.55
2023-12-28 254208.27 448.98 drywall 120.60 75.52 98.80 25.08
2024-05-17 102728.11 3653.30 drywall 74.21 7.39 26.39 47.57
2023-11-14 392671.00 2507.48 roofing 15.14 38.71 67.92 19.80
2023-06-29 722997.71 2212.41 roofing 11.19 79.12 62.92 21.79
2024-08-20 2133628.67 3661.07 lumber 87.55 58.57 91.93 36.02
2024-08-06 209795.68 3839.29 window 21.49 29.81 19.85 30.59
2024-05-22 212806.73 836.60 roofing 123.34 71.02 76.42 15.65
2023-07-18 675547.89 3070.61 door 176.79 58.90 58.99 21.13
2024-03-06 60658.02 720.00 window 177.17 80.64 31.09 11.67
2023-09-21 2049793.10 3769.31 roofing 133.51 74.83 50.07 48.34
2023-03-08 170478.33 3301.93 insulation 46.19 62.96 36.71 7.40
2024-10-31 849849.04 4785.24 flooring 173.28 51.38 60.03 19.22
2023-04-10 1985.22 391.34 roofing 177.79 17.65 89.46 2.27
2024-11-24 22531.61 332.42 door 43.35 29.83 59.08 11.87
2023-11-22 496264.21 1446.83 siding 148.80 44.81 65.01 39.24
